review_id,reviewed_at,source,document_role,source_hash,source_url,decision,reviewer,note,record_count,diff_added,diff_changed,diff_removed,report_path,records_path,diff_path,raw_path,evidence_path
20260905T202922Z__c632d657f9c1__approved,2026-09-05T20:29:22Z,経済産業省,foreign_user_list_pdf,c632d657f9c13b1250d688394eb7c99956a994527cb56f4a77c86ed61ff1dbda,https://www.meti.go.jp/policy/anpo/20250929_3.pdf,APPROVED,kenmizuno-cpu,835件baseline、原本SHA256、連番、Primary/Alias、Evidence Ledger、独立サンプル監査を確認,835,0,0,0,data/manual/meti/reports/20260905T201914Z__manual_import.json,data/manual/meti/records/20260905T201914Z__c632d657f9c1.csv,data/manual/meti/diffs/20260905T201914Z__c632d657f9c1.csv,data/raw/meti_manual/20260905T201914Z__c632d657f9c1__20250929_3.pdf,data/evidence/meti_foreign_user_list.csv
