event_id,list,snapshot_sha256,party_id,party_name,status,detected_at_ms,last_seen_at_ms,resolved_at_ms,resolution
a017dc8c1a3f943435eb940b1070a433c5f88aa782c2c265c3ef313e353619d7,SDN,8d64eef6932ad713709f1ea7cc0e0e003d68308eb9d1ac5637268d666fdc056f,33451,People's Front for Democracy and Justice,APPLIED,1790170660813,1790170660813,1790170661992,HUMAN_APPROVED
a017dc8c1a3f943435eb940b1070a433c5f88aa782c2c265c3ef313e353619d7,SDN,8d64eef6932ad713709f1ea7cc0e0e003d68308eb9d1ac5637268d666fdc056f,33534,W Kidan Hagos Ghebrehiwet,APPLIED,1790170660813,1790170660813,1790170661992,HUMAN_APPROVED
a017dc8c1a3f943435eb940b1070a433c5f88aa782c2c265c3ef313e353619d7,SDN,8d64eef6932ad713709f1ea7cc0e0e003d68308eb9d1ac5637268d666fdc056f,33535,Nemariam Abraha Kassa,APPLIED,1790170660813,1790170660813,1790170661992,HUMAN_APPROVED
a017dc8c1a3f943435eb940b1070a433c5f88aa782c2c265c3ef313e353619d7,SDN,8d64eef6932ad713709f1ea7cc0e0e003d68308eb9d1ac5637268d666fdc056f,33597,Eritrean Defense Forces,APPLIED,1790170660813,1790170660813,1790170661992,HUMAN_APPROVED
a017dc8c1a3f943435eb940b1070a433c5f88aa782c2c265c3ef313e353619d7,SDN,8d64eef6932ad713709f1ea7cc0e0e003d68308eb9d1ac5637268d666fdc056f,33918,Red Sea Trading Corporation,APPLIED,1790170660813,1790170660813,1790170661992,HUMAN_APPROVED
a017dc8c1a3f943435eb940b1070a433c5f88aa782c2c265c3ef313e353619d7,SDN,8d64eef6932ad713709f1ea7cc0e0e003d68308eb9d1ac5637268d666fdc056f,33919,Hidri Trust,APPLIED,1790170660813,1790170660813,1790170661992,HUMAN_APPROVED
51cd022b2b3bd6ed22e24f914240a2c1c1b97fd8588f94f006dfdec72d766556,SDN,83553ea89120cba98271cd3724531dd3d603e27521c4b47be6548a3856ed068b,21263,Olenga Francois,PENDING_REVIEW,1790173941528,1790173941528,,
51cd022b2b3bd6ed22e24f914240a2c1c1b97fd8588f94f006dfdec72d766556,SDN,83553ea89120cba98271cd3724531dd3d603e27521c4b47be6548a3856ed068b,21264,Safari Club,PENDING_REVIEW,1790173941528,1790173941528,,
