application_id,applied_at,operator,source_hash,source_url,plan_path,plan_sha256,legacy_hold_path,legacy_hold_sha256,master_before_sha256,master_after_sha256,master_before_count,master_after_count,added,changed,removed,noop,held_weak_alias,held_multi_party,held_review,held_invalid,legacy_unresolved,status
20260905T205306Z__c632d657f9c1__apply,2026-09-05T20:53:06Z,kenmizuno-cpu,c632d657f9c13b1250d688394eb7c99956a994527cb56f4a77c86ed61ff1dbda,https://www.meti.go.jp/policy/anpo/20250929_3.pdf,data/manual/meti/apply_plans/c632d657f9c1__master_5a8cb9b1ece5__plan.csv,532a7af1ee2c295d11faf061e8a8cbfbcd51f64474b46a71aaccc1b47bfd7ed0,data/manual/meti/apply_plans/c632d657f9c1__master_5a8cb9b1ece5__legacy_hold.csv,70948da3e6c6197a0ffcea1a06d4369f923f0760c8bcb4c01ee8d681cb8bb634,5a8cb9b1ece52bbf44c45866ff71567a27a4fb5b8bafc04b770a8c51c9c45f16,f9032645a88c2172016c58c46a1f02cdc24e5a9917519acaf2faa1bfbcd63f0f,88059,88373,314,432,0,1462,22,2,0,0,2967,APPLIED_WITH_HOLDS
