checked_at,source,status,content_hash,source_updated,record_count,raw_path
2026-09-01T10:32:43Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T11:29:11Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T11:29:11Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T12:36:08Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T12:36:08Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T12:49:03Z,mof,changed,25fe3658295bb7010dd37ccf3d03d681abf47080dd1c5c8712f5bbad0c9ba7a9,令和8年9月2日,14743,data/raw/mof/20260901T124902Z__shisantouketsu20260902.csv.gz
2026-09-01T12:49:03Z,meti,blocked,,,,
2026-09-01T13:30:05Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T13:30:05Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T14:30:59Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T14:30:59Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T15:50:25Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T15:50:25Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T16:44:25Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T16:44:25Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T17:28:43Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T17:28:43Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T18:33:26Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T18:33:26Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T18:46:15Z,mof,unchanged,25fe3658295bb7010dd37ccf3d03d681abf47080dd1c5c8712f5bbad0c9ba7a9,令和8年9月2日,14743,
2026-09-01T18:46:15Z,meti,blocked,,,,
2026-09-01T19:27:30Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T19:27:30Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T20:28:52Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T20:28:52Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T21:28:34Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T21:28:34Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T22:28:00Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T22:28:00Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-01T23:25:34Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-01T23:25:34Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T00:38:03Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T00:38:03Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T00:48:16Z,mof,unchanged,25fe3658295bb7010dd37ccf3d03d681abf47080dd1c5c8712f5bbad0c9ba7a9,令和8年9月2日,14743,
2026-09-02T00:48:16Z,meti,blocked,,,,
2026-09-02T01:27:47Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T01:27:47Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T02:41:44Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T02:41:44Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T03:29:52Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T03:29:52Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T04:31:20Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T04:31:20Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T05:32:47Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T05:32:47Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T06:39:03Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T06:39:03Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T06:49:29Z,mof,unchanged,25fe3658295bb7010dd37ccf3d03d681abf47080dd1c5c8712f5bbad0c9ba7a9,令和8年9月2日,14743,
2026-09-02T06:49:29Z,meti,blocked,,,,
2026-09-02T07:29:43Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T07:29:43Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T08:31:30Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T08:31:30Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T09:30:19Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T09:30:19Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T10:30:37Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T10:30:37Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T11:29:34Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T11:29:34Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T12:36:42Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T12:36:42Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T12:49:06Z,mof,unchanged,25fe3658295bb7010dd37ccf3d03d681abf47080dd1c5c8712f5bbad0c9ba7a9,令和8年9月2日,14743,
2026-09-02T12:49:06Z,meti,blocked,,,,
2026-09-02T13:31:19Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T13:31:19Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T14:30:42Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T14:30:42Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T15:35:03Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T15:35:03Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T16:31:38Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T16:31:38Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T17:28:40Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T17:28:40Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T18:33:21Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T18:33:21Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T18:45:32Z,mof,unchanged,25fe3658295bb7010dd37ccf3d03d681abf47080dd1c5c8712f5bbad0c9ba7a9,令和8年9月2日,14743,
2026-09-02T18:45:32Z,meti,blocked,,,,
2026-09-02T19:27:03Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T19:27:03Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T20:30:23Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T20:30:23Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T21:28:30Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T21:28:30Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T22:29:42Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T22:29:42Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-02T23:27:51Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-02T23:27:51Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T00:40:08Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T00:40:08Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T00:49:00Z,mof,unchanged,25fe3658295bb7010dd37ccf3d03d681abf47080dd1c5c8712f5bbad0c9ba7a9,令和8年9月2日,14743,
2026-09-03T00:49:00Z,meti,blocked,,,,
2026-09-03T01:32:15Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T01:32:15Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T05:11:44Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T05:11:44Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T05:48:00Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T05:48:00Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T06:36:25Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T06:36:25Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T06:49:31Z,mof,unchanged,25fe3658295bb7010dd37ccf3d03d681abf47080dd1c5c8712f5bbad0c9ba7a9,令和8年9月2日,14743,
2026-09-03T06:49:31Z,meti,blocked,,,,
2026-09-03T07:30:36Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T07:30:36Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T08:32:27Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T08:32:27Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T09:30:56Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T09:30:56Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T10:30:51Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T10:30:51Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T11:28:28Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T11:28:28Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T12:36:33Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T12:36:33Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T12:49:34Z,mof,unchanged,25fe3658295bb7010dd37ccf3d03d681abf47080dd1c5c8712f5bbad0c9ba7a9,令和8年9月2日,14743,
2026-09-03T12:49:34Z,meti,blocked,,,,
2026-09-03T13:31:58Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T13:31:58Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T14:31:42Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T14:31:42Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T15:32:28Z,ofac_sdn,unchanged,a2ccea04237a13459009bc527502bb6a08d4e84fe97b46fcce1ed621e9a8301e,"Fri, 28 Aug 2026 14:02:55 GMT",39468,
2026-09-03T15:32:28Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T16:30:45Z,ofac_sdn,fetched,447d09384cf840252569a30b5db51d8cc4aefb396c085168246ee04e7ba2693c,"Thu, 03 Sep 2026 15:37:44 GMT",39470,data/raw/ofac_sdn/20260903T163043Z__sdn.csv.gz
2026-09-03T16:30:45Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T17:29:36Z,ofac_sdn,unchanged,447d09384cf840252569a30b5db51d8cc4aefb396c085168246ee04e7ba2693c,"Thu, 03 Sep 2026 15:37:44 GMT",39470,
2026-09-03T17:29:36Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T18:34:00Z,ofac_sdn,unchanged,447d09384cf840252569a30b5db51d8cc4aefb396c085168246ee04e7ba2693c,"Thu, 03 Sep 2026 15:37:44 GMT",39470,
2026-09-03T18:34:00Z,ofac_cons,unchanged,fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Fri, 28 Aug 2026 14:02:55 GMT",1591,
2026-09-03T18:49:14Z,mof,unchanged,25fe3658295bb7010dd37ccf3d03d681abf47080dd1c5c8712f5bbad0c9ba7a9,令和8年9月2日,14743,
2026-09-03T18:49:14Z,meti,blocked,,,,
2026-09-03T19:26:26Z,ofac_sdn,unchanged,447d09384cf840252569a30b5db51d8cc4aefb396c085168246ee04e7ba2693c,"Thu, 03 Sep 2026 15:37:44 GMT",39470,
