action,match_key,display_name,sources,status,remark
HOLD_LEGACY_NOT_IN_CURRENT,charmingglobe,Charming Globe,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"chastnayavoennayakompaniya""vagner",Chastnaya Voennaya Kompaniya “Vagner”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,cheboksaryelectricalequipmentplant,Cheboksary Electrical Equipment Plant,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chinaacademyoflaunchvehicletechnology(calt),China Academy of Launch Vehicle Technology (CALT),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chinaacademyofspacetechnology(cast),China Academy of Space Technology (CAST),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chinaaerodynamicsresearchanddevelopmentcenter(cardc),China Aerodynamics Research and Development Center (CARDC),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chinaaerospacescienceandtechnologycorporation(casc)9thacademy771researchinstitute,China Aerospace Science and Technology Corporation (CASC) 9th Academy 771 Research Institute,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chinaelectronicstechnologygroupcorporation(cetc)54thresearchinstitute,China Electronics Technology Group Corporation (CETC) 54th Research Institute,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chinageneralnuclearpowercorporation(cgnpc),China General Nuclear Power Corporation (CGNPC),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chinahead,China HEAD,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chinaheadaerospacetechnologyco,China HEAD Aerospace Technology Co,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chinaheadtechnologyco,China HEAD Technology Co,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,chinaheadtechnologycompany,China HEAD Technology Company,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chinanationalprecisionmachineryimportandexportcorporation(cpmiec),China National Precision Machinery Import and Export Corporation (CPMIEC),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chinanorthindustriesgroupcorporationlimited,China North Industries Group Corporation Limited,OFAC;経産省,有効,制裁リスト（経産省／OFAC：Consolidated）
HOLD_LEGACY_NOT_IN_CURRENT,chineseacademyofengineeringphysics,Chinese Academy of Engineering Physics,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chkalovnovosibirskaviationplant,Chkalov Novosibirsk Aviation Plant,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chongchongangshippingcompany,CHONGCHONGANG SHIPPING COMPANY,経産省;財務省,有効,制裁リスト（財務省：北朝鮮(協調；団体)、北朝鮮(決議1718号等；団体)／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"chongyihengyiceramiccompositesco.,ltd.","Chongyi Hengyi Ceramic Composites Co., Ltd.",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chosoncentralbank,Choson Central Bank,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chrzpolyot(flight)jsc,ChRZ Polyot (flight) JSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,chvkvagner,ChVK Vagner,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,chvkワグネル,Chvk ワグネル,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,cjscengineeringcentergeomir,CJSC Engineering Center Geomir,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,cjscstcmodule,CJSC STC Module,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,closedjointstockcompanyturborus,Closed Joint Stock Company Turborus,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,coastguardofrussia,Coast Guard of Russia,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,communicationcenteroftheministryofdefence,Communication center of the Ministry of Defence,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"concernradio-electronictechnologies,jointstockcompanyallrussianscientificresearchinstitutegradient","Concern Radio-Electronic Technologies, Joint Stock Company All Russian Scientific Research Institute Gradient",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"concernradio-electronictechnologies,jointstockcompanyexperimentaldesignbureauelektroavtomatikainthenameofp.a.efimov","Concern Radio-Electronic Technologies, Joint Stock Company Experimental Design Bureau Elektroavtomatika in the name of P.A. Efimov",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"concernradio-electronictechnologies,jointstockcompanykazaninstrumentengineeringanddesignbureau","Concern Radio-Electronic Technologies, Joint Stock Company Kazan Instrument Engineering and Design Bureau",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"concernradio-electronictechnologies,jointstockcompanyphazotronscientificresearchinstituteofradioengineering","Concern Radio-Electronic Technologies, Joint Stock Company Phazotron Scientific Research Institute of Radio Engineering",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"concernradio-electronictechnologies,jointstockcompanyscientificproductionenterpriseizmeritel","Concern Radio-Electronic Technologies, Joint Stock Company Scientific Production Enterprise Izmeritel",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"concernradio-electronictechnologies,jointstockcompanyscientificproductionunionforradioelectronicsnamedafterv.i.shimko","Concern Radio-Electronic Technologies, Joint Stock Company Scientific Production Union for Radioelectronics named after V.I. Shimko",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"concernradio-electronictechnologies,jointstockcompanytaganrogcommunicationsscientificresearchinstitute","Concern Radio-Electronic Technologies, Joint Stock Company Taganrog Communications Scientific Research Institute",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"concernradio-electronictechnologies,publicjointstockcompanymoscowinstituteofelectromechanicsandautomation","Concern Radio-Electronic Technologies, Public Joint Stock Company Moscow Institute of Electro Mechanics and Automation",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,concernvega,Concern Vega,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"constructiondepartment,samsupowerplant,ryanggangdo","Construction Department, Samsu Power Plant, Ryanggangdo",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,craftwaycorporationpls,Craftway Corporation PLS,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,cricyclone,CRI Cyclone,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,criサイクロン,CRI サイクロン,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,crocusnanoelectronics,CROCUS NANOELECTRONICS,OFAC;経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,crynofistaviation,Crynofist Aviation,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,crynofistaviationfzco,Crynofist Aviation FZCO,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,crynofistdesignandengineeringsolutionspvtltd,Crynofist Design and Engineering Solutions Pvt Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,crynofistdesignandengineeringsolutionspvtltd.,Crynofist Design and Engineering Solutions Pvt Ltd.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ctldisticaretlimited,CTL Dis Ticaret Limited,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ctldisticaretlimitedsirketi,CTL Dis Ticaret Limited Sirketi,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,ctldișticaretlimitedșirketi,CTL Diș Ticaret Limited Șirketi,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ctlforeigntradelimited,CTL Foreign Trade Limited,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ctlforeigntradelimitedcompany,CTL Foreign Trade Limited Company,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,ctllimited,CTL Limited,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ctllimited.,CTL Limited.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ctlドゥシュ・ティジャ-レット有限会社,CTLドゥシュ・ティジャーレット有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ctlフォ-リン・トレ-ド有限会社,CTLフォーリン･トレー ド有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ctlフォ-リン・トレ-ド有限会社及びctl有限会社,CTLフォーリン･トレード有限会社及びCTL有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ctl有限会社,CTL有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,cyclonetsnii,Cyclone TsNII,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,daedirectorateofpurchaseandstores,"Directorate of Purchase and Stores, DAE",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,daehungoil&vehicletradingco.,Daehung Oil & Vehicle Trading Co.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dagroup22,Da Group 22,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dagroup22.,Da Group 22.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,daiheungchengyen,Daiheung Chengyen,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dalzavodship-repaircenter,Dalzavod Ship-Repair Center,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dandongco.,Dandong Co.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dandonghaotongcommercialtradeco.ltd.,Dandong Haotong Commercial Trade Co. Ltd.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,degtyaryovfactory,Degtyaryov Factory,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,departmentofinternalaffairsofthegomelregionexecutivecommittee,Department of Internal Affairs of the Gomel Region Executive Committee,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,departmentofnavigationandoceanographyoftheministryofdefenseoftherussian,Department of Navigation and Oceanography of the Ministry of Defense of the Russian,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,designbureauforindustrialautomatics,Design Bureau for Industrial Automatics,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,designbureauofchemicalmachinebuildingkbkhm,DESIGN BUREAU OF CHEMICAL MACHINE BUILDING KBKHM,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,deviceconsulting,Device Consulting,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,deviceconsultingco.ltd,Device Consulting Co. Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dexias,Dexias,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dexiasendilstrivel,Dexias Endil strivel,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dexiasindustrialproductsandtradelimitedcompany,Dexias Industrial Products and Trade Limited Company,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dexpinternationallimited,DEXP International Limited,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dexpインタ-ナショナル有限会社,DEXPインターナショナル有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dexpインタ-ナショナル有限会社dexpinternationallimited,DEXPインターナショナル有限会社 DEXP International Limited,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dkbajsc,DKBA JSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dolgoprudniydesignbureauofautomatics,Dolgoprudniy Design Bureau of Automatics,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dolgoprudnodesignbureauofautomation,Dolgoprudno Design Bureau of Automation,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dsolnpp,DSol NPP,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,dulingtechnology(hk)limited.,DULING TECHNOLOGY (HK) LIMITED.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,elar,ELAR,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,electrictraction,Electric Traction,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,electroniccomputingandinformationsystems(elvis),Electronic Computing and Information Systems (ELVIS),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,electroniccomputingtechnologyscientific-researchcenter,Electronic Computing Technology Scientific-Research Center,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"electrosignaljsc,","Electrosignal JSC,",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,elemgroup,Elem Group,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"elemgroup,llc","Elem Group, LLC",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,elkomtex,Elkomtex,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,elprom,ELPROM,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,elvees,ELVEES,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"emmaxintechnologyco.,ltd","Emmaxin Technology Co., Ltd",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,emmaxintechnologycoltd.,Emmaxin Technology Co Ltd.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,engineeringcenterltd,Engineering Center Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,engineeringcentermoselectronproekt,Engineering Center Moselectronproekt,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,engineeringcenterofinnovativetechnologies,Engineering Center of Innovative Technologies,OFAC;経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,ervacan,Ervacan,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ervacanmachineryequipmentandindustrysupplyltd,Ervacan Machinery Equipment and Industry Supply Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ervacanmakina,Ervacan Makina,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ervacanmakinaekipmanlarivesanayitedariklimitedșirketi,Ervacan Makina Ekipmanlari Ve Sanayi Tedarik Limited Șirketi,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ervacanmakinaekipmanlarivesantedltd,Ervacan Makina Ekipmanlari Ve San Ted Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ervacanmakinaekipmanlarıvesanayitedarikltdști,Ervacan Makina Ekipmanları ve Sanayi Tedarik Ltd Ști,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ervacanmakinaltd,Ervacan Makina Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ervacanmakinaltd.,Ervacan Makina Ltd.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,etalonscientificandproductionassociation,Etalon Scientific and Production Association,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,etcelectronics,ETC Electronics,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,etcエレクトロニクス,ETCエレクトロニクス,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,experimentalplantvega,Experimental Plant Vega,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,fareasternshipbuildingandshiprepaircenter,Far Eastern Shipbuilding and Ship Repair Center,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalautonomousinstitutioncentralinstituteofengine-buildingn.a.p.i.baranov,Federal Autonomous Institution Central Institute of Engine-Building N.A. P.I. Baranov,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalnayasluzhbabezopasnosti,FEDERALNAYA SLUZHBA BEZOPASNOSTI,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,federalnayasluzhbapovoenno-tekhnicheskomusotrudnishestvu,Federalnaya Sluzhba po Voenno-Tekhnicheskomu Sotrudnishestvu,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalnoegosudarstvennoebiudzhetnoeuchrezhdenie48tsentralnyinauchno,Federalnoe Gosudarstvennoe Biudzhetnoe Uchrezhdenie 48 Tsentralnyi Nauchno,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalnoegosudarstvennoebiudzhetnoeuchrezhdenie48tsentralnyinauchnoissledovatelskiiinstitutministerstvaoboronyrossiiskoifederatsii,FEDERALNOE GOSUDARSTVENNOE BIUDZHETNOE UCHREZHDENIE 48 TSENTRALNYI NAUCHNO ISSLEDOVATELSKII INSTITUT MINISTERSTVA OBORONY ROSSIISKOI FEDERATSII,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,federalnoegosudarstvennoebyudzhetnoenauchnoeuchrezhdenienauchno-,Federalnoe Gosudarstvennoe Byudzhetnoe Nauchnoe Uchrezhdenie Nauchno-,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalnoegosudarstvennoebyudzhetnoeuchrezhdenievserossiiskiinauchno-,Federalnoe Gosudarstvennoe Byudzhetnoe Uchrezhdenie Vserossiiskii Nauchno-,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalnoegosudarstvennoeuchrezhdeniefederalnyissledovatelskitsentrinstitut,Federalnoe Gosudarstvennoe Uchrezhdenie Federalny Issledovatelski Tsentr Institut,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalnoegosudarstvennoeuchrezhdeniefederalnyynauchnyytsentrnauchno-,Federalnoe Gosudarstvennoe Uchrezhdenie Federalnyy Nauchnyy Tsentr Nauchno-,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalnoegosudarstvennoeunitarnoepredpriyatietsentralnynauchno-,Federalnoe Gosudarstvennoe Unitarnoe Predpriyatie Tsentralny Nauchno-,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalnoekazennoepredpriyatiepermskiporokhovoizavod,Federalnoe Kazennoe Predpriyatie Permski Porokhovoi Zavod,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalnoekazennoeuchrezhdenievoiskovaiachast20924,Federalnoe Kazennoe Uchrezhdenie Voiskovaia Chast 20924,OFAC;経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,federalresearchandproductioncentercentralresearchinstituteofautomation,Federal Research and Production Center Central Research Institute of Automation,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalresearchandproductioncenterresearchinstituteofappliedchemistry,Federal Research and Production Center Research Institute of Applied Chemistry,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalresearchcenterboreskovinstituteofcatalysis,Federal Research Center Boreskov Institute of Catalysis,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalserviceformilitary-technicalcooperation,FEDERAL SERVICE FOR MILITARY-TECHNICAL COOPERATION,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,federalstatebudgetaryenterpriseoftheadministrationofthepresidentofrussia,Federal State Budgetary Enterprise of the Administration of the President of Russia,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstatebudgetaryenterprisespecialflightunitrossiyaoftheadministrationofthepresidentofrussia,Federal State Budgetary Enterprise Special Flight Unit Rossiya of the Administration of the President of Russia,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstatebudgetaryinstitution27centralscientificresearchinstituteofthe,Federal State Budgetary Institution 27 Central Scientific Research Institute of the,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstatebudgetaryinstitution27centralscientificresearchinstituteoftheministryofdefenceoftherussianfederation,Federal State Budgetary Institution 27 Central Scientific Research Institute of the Ministry of Defence of the Russian Federation,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstatebudgetaryinstitution48centralscientificresearchinstituteofthe,Federal State Budgetary Institution 48 Central Scientific Research Institute of the,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstatebudgetaryinstitution48centralscientificresearchinstituteoftheministryofdefenceoftherussianfederation,Federal State Budgetary Institution 48 Central Scientific Research Institute of the Ministry of Defence of the Russian Federation,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstatebudgetaryinstitutionnationalresearchcenterinstituten.a.n.e.zhukovsky,Federal State Budgetary Institution National Research Center Institute n.a. N.E. Zhukovsky,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstatebudgetaryinstitutionofscienceinstituteofsolid,Federal State Budgetary Institution of Science Institute of Solid,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstatebudgetaryinstitutionofsciencep.i.k.a.valievrasoftheministryofscienceandhighereducationofrussi,Federal State Budgetary Institution of Science P.I. K.A. Valiev RAS of the Ministry of Science and Higher Education of Russi,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstateenterprisekazanstate-ownedgunpowderplant,Federal State Enterprise Kazan State-Owned Gunpowder Plant,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstateenterprisestateresearchandtestinggroundforaviationsystems,Federal State Enterprise State Research and Testing Ground for Aviation Systems,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstateenterprisetambovgunpowderplant,Federal State Enterprise Tambov Gunpowder Plant,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"federalstateunitaryenterprise""sredne-nevskyshipbuildingplant",Federal State Unitary Enterprise “Sredne - Nevsky Shipbuilding Plant”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"federalstateunitaryenterpriseall-russianresearchinstituteofphysical,technicalandradioengineeringmeasurements","Federal State Unitary Enterprise All-Russian Research Institute of Physical,Technical and Radio Engineering Measurements",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstateunitaryenterprisenppgamma,Federal State Unitary Enterprise NPP Gamma,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstateunitaryenterpriseresearchandproductionenterprisegamma,Federal State Unitary Enterprise Research and Production Enterprise Gamma,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstateunitaryenterpriserkbglobus,Federal State Unitary Enterprise RKB Globus,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstateunitaryenterprisescientificandproductionenterprisegamm,Federal State Unitary Enterprise Scientific and Production Enterprise Gamm,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federalstateunitaryenterprisescientificandproductionenterprisegamma,Federal State Unitary Enterprise Scientific and Production Enterprise Gamma,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,federalstateunitaryenterprisestatescientific-researchinstituteforaviationsystems,Federal State Unitary Enterprise State Scientific-Research Institute for Aviation Systems,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,federaltechnicalregulationandmetrologyagency,Federal Technical Regulation and Metrology Agency,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ferrite-domenco,Ferrite-Domen Co,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,fgbu27centralscientificresearchinstitute,FGBU 27 Central Scientific Research Institute,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,fgbu48centralscientificresearchinstitute,FGBU 48 Central Scientific Research Institute,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,fgbu48tsniiminoboronyrossii,FGBU 48 TSNII MINOBORONY ROSSII,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,fgbuvniir,FGBU VNIIR,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,fgbuvserossiiskiinauchno-issledovatelskiiinstitutradioelektroniki,FGBU Vserossiiskii Nauchno-Issledovatelskii Institut Radioelektroniki,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,fgbuロシア国防省第48tsnii,FGBUロシア国防省第 48TsNII,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,fgbu第27中央科学研究所,FGBU第27中央科学研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,fgbu第48中央科学研究所,FGBU第48中央科学研究所,経産省,有効,制裁リスト（経産省）
