action,match_key,display_name,sources,status,remark
HOLD_LEGACY_NOT_IN_CURRENT,株式会社コンツェルン・オ-トメ-ション,株式会社コンツ ェルン・オートメーション,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社コンツェルン・ソズヴェズジエ,株式会社コンツェルン・ソズヴェズジエ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社コンツェルン・ヴェガ,株式会社コンツェルン・ヴェガ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社コンツェルン海洋水中兵器ギドロプリボル、「ギドロプリボル」研究所,株式会社 コンツェルン海洋水中兵器ギドロプリボル､「ギドロプリボル」研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社コンピュ-タ-機器科学研究所svt,株式会社コンピューター機器科学研究所 SVT,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社コンペル,株式会社コンペル,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社サイクロン中央研究所,株式会社サイクロン 中央研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ステリマフ名称「ポリュス」研究所,株式会社ステリマフ名称「ポリュス」研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社スホイ,株式会社スホイ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社スホイ支部、ユ-リ-・ガガ-リン名称コムソモ-リスク・ナ・アム-レ航空機工場,株式会社スホイ支部、ユーリー・ガガーリン名称コムソモーリスク・ナ・アムーレ航空機工 場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社スヴェトロフスコエ・プレドプリヤティエ・エラ,株式会社スヴェトロフ スコエ・プレドプリヤティエ・エラ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ズラトウストフスキ-機械製造工場,株式会社ズラトウストフスキー機械製造工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ズラトマシュ,株式会社ズラトマシュ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ズヴョ-ズダチカ船舶修理センタ-,株式会社ズヴョーズダチカ船舶修理センター,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社セット1,株式会社セット1,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ソフトウェアツ-ル研究所,株式会社ソフトウェアツール研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社タムボフ工場オクト-バ-,株式会社タムボフ工場オクトーバー,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ツポレフ,株式会社ツポレフ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社テクノダイナミクス,株式会社テクノダイナミクス,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社テクノディナミカ,株式会社テクノディナミカ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社テンプ・アヴィア・アルザマス学術・製造団体,株式会社テンプ・アヴィ ア・アルザマス学術・製造団体,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社デジタル・ソリュ-ションズ,株式会社デジタ ル・ソリューションズ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社トゥラエヴォ機械建築設計局「ソユ-ズ,株式会社トゥラエヴォ機械建築設計局「ソユーズ」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社トゥラエヴォ機械製造設計局「ソユ-ズ,株式会社トゥラエヴォ機械製造設計局「ソユーズ」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社トゥラマシュザヴォド,株式会社トゥラマシュザヴォド,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社トゥルビナsdb,株式会社トゥルビナSDB,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社トランスアヴィアエクスポ-ト航空,株式会社トランスアヴィアエクスポート航空,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ドレジャリ名称レ-ニン勲章エネルギ-工学研究設計研究所,株式会社ドレジャリ名称 レーニン勲章エネルギー工学研究設計研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ネフスコエpkb,株式会社ネフスコエPKB,外務省;経産省,有効,制裁リスト（経産省／外務省：ロシア連邦の特定団体への輸出等に係る禁止措置(外務省告示第61号)）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ネフスコエ計画製造局,株式会社ネフスコエ計画製造局,外務省;経産省,有効,制裁リスト（経産省／外務省：ロシア連邦の特定団体への輸出等に係る禁止措置(外務省告示第61号)）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ネプチュ-ン自動システム・複合通信科学研究所,株式会社ネプチューン自動システム・複合通信科学研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ノヴォロシスク造船,株式会社ノヴォロシスク造船,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ハバロフスク無線工学工場,株式会社ハバロフスク 無線工学工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社バルティック工場,株式会社バルティック工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社パピロン,株式会社パピロン,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社パリョット・チェリャビンスク無線プラント,株式会社パリョット・チェリャビンスク無線プラント,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ブリャンスク電気機械工場,株式会社ブリャンスク電気機械工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社プスコフadsプラント,株式会社プスコフ ADSプラント,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社プスコフ遠隔通信機器(ads)プラント,株式会社プスコフ遠隔通信機器(ADS)プラント,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社プランディン名称アルザマス機器製造工場,株式会社プランディン名称アルザマス機器製造工場,legacy;経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省／令和5年12月15日外為法）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社プリバルティック造船工場ヤンタ-ル,株式会社プリバルティック造船工場ヤンタール,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社プログレスmri,株式会社プログレスMRI,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社プロジェクト設計局rio,株式会社プロジェクト設計局RIO,legacy;経産省,有効,制裁リスト（経産省／令和5年12月15日外為法）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社プロトン,株式会社プロトン,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社プロムテック・ドゥブナ,株式会社プロムテック・ドゥブナ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ペラ・マシュ,株式会社ペラ・マシュ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ペレング,株式会社ペレング,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ペンザ,株式会社ペンザ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ペンザ電気技術科学研究所,株式会社ペンザ電気技術科学研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社マイクロエレクトロニクス機器研究所プログレス,株式会社マイクロエレクトロニクス機器研究所プログレス,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社マイクロエレクトロニクス科学研究所プログレス,株式会社マイクロエレクトロニクス科学研究所プログレス,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社マリmmz,株式会社マリMMZ,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ミアス機械製造工場,株式会社ミアス機械製造工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ミランドルicc,株式会社ミランドル ICC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ミンスク装輪牽引車工場,株式会社ミンスク装輪牽引車工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社メタルリスト・サマラ,株式会社メタルリスト・サマラ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社メテオ-ルプラント,株式会社メテオールプラント,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社モスエレクトロンプロエクト,株式会社モスエレクトロ ンプロエクト,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社モスクワ労働赤旗勲章無線工学研究所,株式会社モスクワ労働赤旗勲章無線工学研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社モスクワ通信研究所,株式会社モスクワ通信研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ヤロスラヴリ無線工場,株式会社ヤロスラヴリ無線工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ラジオザヴォド,株式会社ラジオザヴォド,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ラジオプリボルスナブ,株式会社ラジオプリボルスナブ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ラズリ-ト中央設計局,株式会社ラズリート中央設計局,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ラズリャド,株式会社ラズリャド,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ラメンスコエ機材工学工場,株式会社ラメンスコエ機材工学工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ラヴォチキン学術生産団体,株式会社ラヴォチキン学術生産団体,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社リャザン設計局グロ-ブス,株式会社リャザン設計局グロー ブス,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社リャザン金属セラミック機器工場,株式会社リャザン金属セラミック機器工場,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社リレ-・テクノロジ-局,株式会社リレー・テクノロジー局,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ルッチ,株式会社ルッチ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ルッチ設計局,株式会社ルッチ設計局,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ルッチ設計所,株式会社ルッチ設計所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ルビン,株式会社ルビン,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ルビン・セ-ヴェル,株式会社ルビン・セーヴェル,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社レムディゼリ,株式会社レムディゼリ,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ロケット・宇宙センタ-「プログレス,株式会社ロケット・宇宙センター「プログレス」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ヴィムペルmak防衛企業,株式会社ヴィムペル MAK防衛企業,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ヴィンペル造船所,株式会社ヴィンペル造船所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ヴェガ無線工学コ-ポレ-ション,株式会社ヴェガ無線工学コーポレーション,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ヴォエンテレコム,株式会社ヴォエンテレコム,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ヴォトキンスク工場,株式会社ヴォトキンスク工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ヴォトキンスク機械製造工場,株式会社ヴォトキンスク機械製造工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ヴォラトアフト,株式会社ヴォラトアフト,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ヴォロネジ半導体機器組立工場,株式会社ヴォロネジ半導体機器組立工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社ヴャトカ機械工場アヴィテク,株式会社ヴ ャトカ機械工場アヴィテク,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社中央建設局ラズリ-ト,株式会社中央建設局ラズリート,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社中央研究所コンツェルン・エレクトロプリボ-ル,株式会社中央研究所コンツェルン・エレクトロプリボール,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社全ロシア研究所シグナル,株式会社全ロシア研究所シグナル,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社制御機器特別設計局,株式会社制御機器特別設計局,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社国立機械製造設計局「ラドゥガ,株式会社国立機械製造設計局「ラドゥガ」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社国立科学研究所クリスタル,株式会社国立科学研究所クリスタル,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社国際株式企業ヴィムペル,株式会社国際株式企業 ヴィムペル,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産コ-ポレ-ション機械工学設計局,株式会社学術生産コーポレーショ ン機械工学設計局,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産企業アルマズ,株式会社学術生産企業アルマズ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産企業サリュ-ト,株式会社学術生産企業サリュート,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産企業デジタル・ソリュ-ションズ,株式会社学術生産企業デジタル・ソリューションズ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産企業トパズ,株式会社学術生産企業トパズ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産企業ヴォスト-ク,株式会社学術生産企業ヴォストーク,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産会社サプフィル,株式会社学術生産会 社サプフィル,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産公団エレクトロメカニキ,株式会社学術生産公団エレクトロメカニキ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産公団スプラフ,株式会社学術生産公団スプラフ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産団体it,株式会社学術生産団体 IT,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産団体エレクトロメハニキ,株式会社学術生産団体エレクトロメハニキ,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社学術生産団体レ-ダ-mms,株式会社学術生産団体レーダーMMS,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社工業生産型経済特区アラブガ,株式会社工業生産型経済特区アラブガ,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社機械工学中央研究所,株式会社機械工学中央研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社機械工学科学研究所,株式会社機械工学科学研究所,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社測量技術学術生産団体,株式会社測量技術学術生産団体,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社無線工学コ-ポレ-ション・ヴェガ,株式会社無線工学コーポレーション・ヴェガ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社特別工業技術拠点ズヴョ-ズダチカ,株式会社特別工業技術拠点ズヴョーズダチカ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社特別設計本局プロジェクタ-,株式会社特別設計本局プロジェクター,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社特定用途向け集積回路電気工学設計センタ-・デジタル・ソリュ-ションズ,株式会社特定用途向け集積回路電気工学設計センター・デジタル・ソリューションズ,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社特殊設計局サリュ-ト,株式会社特殊設計局サリュート,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社生産団体uomp,株式会社生産団体 UOMP,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社生産団体uomz,株式会社生産団体 UOMZ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社生産団体ウラル光学機械工場,株式会社生産団体ウラル光 学機械工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社研究生産協会ルスビテク,株式会社研究生産協会ルスビテク,外務省;経産省,有効,制裁リスト（経産省／外務省：ロシア連邦の特定団体への輸出等に係る禁止措置(外務省告示第61号)）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社研究開発企業プロテク,株式会社研究開発企業プロテク,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社科学技術サ-ビスセンタ-・ディナミカ,株式会社科学技術サービスセンター・ディナミカ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社科学技術センタ-・エリンス,株式会社科学技術センター・エリンス,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社科学研究,株式会社科学研究,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社科学研究プロジェクト・エレクトリック・カ-ボン製品技術研究所,株式会社科 学研究プロジェクト・エレクトリック・カーボン製品技術研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社科学製造センタ-・ヴィグスタル,株式会社科学製造センター・ヴィグスタル,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社科学製造企業「レギオン,株式会社科学製造企業「レギオン」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社第121航空修理工場,株式会社第121航空修理工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社第123航空修理工場,株式会社第123航空修理工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社第140修理工場,株式会社第140修理工場,経産省;財務省,有効,制裁リスト（財務省：ベラルーシ(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社第218航空修理工場,株式会社第218航空修理工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社第2566無線電子装備品修理工場,株式会社第2566 無線電子装備品修理工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社第360航空修理工場,株式会社第360航空修理工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社第514航空修理工場,株式会社第514航空修理工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社第558航空機修理工場,株式会社第558 航空機修理工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社統一造船会社「アイスベルグ中央設計建設,株式会社統一造船会社「アイスベルグ中央設計建設」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社統一造船会社「アストラハン造船所,株式会社統一造船会社「アストラハン造船所」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社統一造船会社「バルティック造船工場,株式会社統一造船会社 「バルティック造船工場」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社統一造船会社「公開株式会社クラ-スナエ・ソルモヴォ・プラント,株式会社統一造船会社「公開株式会社クラースナエ・ソルモヴォ・プラント」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社統一造船会社「株式会社ズヴョ-ズダチカ,株式会社統一造船会社「株式会社ズヴョーズダチカ」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社統一造船会社「第35造船所,株式会社統一造船会社「第 35 造船所」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社航空宇宙防衛アルマズ・アンティ・コンツェルン北西部地域センタ-・オブホウスキ-工場,株式会社航空宇宙防衛アルマズ・アンティ・コンツェルン北西部地域セ ンター・オブホウスキー工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社航空機材,株式会社航空機材,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社製造工学学術生産公団,株式会社製造工学学術生産公団,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社計算機科学研究所,株式会社計算機科学研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社軍事産業コンソ-シアムnpoマシノストロエニア,株式会社軍事産業コンソーシアムNPOマシノストロエニア,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社軍事産業企業npoマシノストロエニア,株式会社軍事産業企業NPOマシノストロエニア,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社造船センタ-及び株式会社船舶修理,株式会社造船センター及び株式会社船舶修理,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社造船・船舶修理技術センタ-,株式会社造船・船舶修理技術センター,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社造船所「ヴィンペル,株式会社造船所「ヴィンペル」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社造船所ヴィンペル,株式会社造船所ヴィ ンペル,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社連邦研究生産センタ-・アルタイ,株式会社連邦研究生産センター・アルタイ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社鉄鋼科学研究所,株式会社鉄鋼科学研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社電子科学研究所,株式会社電子科学研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,株式会社高精度機械工学科学研究所,株式会社高精度機械工学科学研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,極東造船・船舶修理センタ-,極東造船・船舶修理センター,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,極超音速システム科学研究所,極超音速システム科学研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,楽園929輸入会社,楽園929輸入会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,民間軍事会社「ワグナ-,民間軍事会社「ワグナー」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,民間軍事会社「ワグネル,民間軍事会社「ワグネル」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,江蘇天鳥高新技術有限責任公司,江蘇天鳥高新技術有限責任公司,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,河北中瓷電子科技股份有限公司,河北中瓷電子科技股份有限公司,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,海洋工学中央設計局ルビン,海洋工学中央設計局ルビン,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,海洋熱技術研究所,海洋熱技術 研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,海軍水路部,海軍水路部,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,深圳五力高科創新有限公司,深圳五力高科創新有 限公司,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,深圳嘉思博科技有限公司,深圳嘉思博科技有限公司,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,深圳市顺吉电子科技有限公司,深圳市顺吉电子科技有限公司,経産省,有効,制裁リスト（経産省）
